S120,gazelle,zebra,1,0,1
S120,stingray,clownfish,1,0,1
S120,koala,kangaroo,1,1,1
S120,tiger,alligator,1,0,1
S120,falcon,salmon,1,0,1
S120,seagull,penguin,1,1,1
S120,chinchilla,pig,1,0,1
S120,otter,eel,1,0,1
S120,bull,goat,1,1,1
S120,orca,stingray,1,0,1
S120,duck,swan,1,0,1
S120,gazelle,lion,1,0,1
S120,chameleon,rabbit,1,0,1
S120,frog,toad,1,0,1
S120,rabbit,hamster,1,1,1
S120,iguana,mouse,1,0,1
S120,giraffe,cow,1,0,1
S120,seagull,seal,1,0,0
S120,tiger,panda,1,1,1
S120,pig,cow,1,1,1
S120,panda,salmon,1,0,1
S120,donkey,ibex,1,0,0
S120,dolphin,hawk,1,0,1
S120,falcon,penguin,1,0,1
S120,monkey,cow,1,0,1
S120,shark,dolphin,1,1,1
S120,rat,gerbil,1,0,1
S120,stingray,whale,1,0,1
S120,sheep,donkey,1,0,1
S120,seal,penguin,1,1,1
S120,horse,panther,1,0,1
S120,parrot,seagull,1,0,1
S120,crocodile,mouse,1,0,1
S120,bear,parrot,1,0,1
S120,donkey,goose,1,0,1
S120,horse,cow,1,0,1
S120,squirrel,gerbil,1,0,1
S120,bull,kangaroo,1,0,1
S120,otter,gerbil,1,0,1
S120,frog,salmon,1,0,1
S120,gazelle,tiger,0,1,0
S120,shark,stingray,1,1,1
S120,gazelle,koala,1,0,1
S120,hawk,ostrich,1,1,1
S120,bull,ibex,1,1,1
S120,rabbit,cat,1,0,1
S120,sheep,cow,1,0,1
S120,dolphin,eagle,1,0,0
S120,blowfish,stingray,1,0,1
S120,sheep,goat,1,1,1
S120,gazelle,horse,1,0,1
S120,dolphin,whale,1,0,1
S120,duck,chicken,1,0,1
S120,chicken,goose,1,0,1
S120,iguana,snake,1,1,1
S120,iguana,parrot,1,0,1
S120,cat,hamster,1,0,1
S120,bear,cat,1,0,1
S120,crocodile,tadpole,1,0,1
S120,cat,dog,1,1,1
S120,monkey,eel,1,0,1
S120,rabbit,parrot,1,0,1
S120,toad,alligator,1,0,1
S120,tiger,zebra,1,1,1
S120,otter,seal,1,0,1
S120,ibex,goat,1,1,1
S120,horse,donkey,1,0,1
S120,otter,orca,1,0,1
S120,frog,tadpole,1,0,1
S120,zebra,panda,1,1,1
S120,rat,hamster,1,0,1
S120,tiger,lion,1,1,1
S120,chameleon,snake,1,0,1
S120,gerbil,hamster,1,0,1
S120,swan,squirrel,1,0,1
S120,otter,whale,1,1,1
S120,falcon,hawk,1,1,1
S120,falcon,ostrich,1,0,1
S120,parrot,hawk,1,0,1
S120,bear,dolphin,1,0,1
S120,chinchilla,mouse,1,0,1
S120,penguin,ostrich,1,0,0
S120,rat,seagull,1,0,1
S120,pig,lion,1,0,1
S120,frog,clownfish,1,0,1
S120,chinchilla,ferret,1,0,1
S120,falcon,parrot,1,0,1
S120,rabbit,gerbil,1,0,0
S120,falcon,dog,1,0,1
S120,peacock,panther,1,0,1
S120,ferret,snake,1,0,1
S120,crocodile,alligator,1,1,1
S120,peacock,koala,1,0,1
S120,chinchilla,snake,1,1,1
S120,blowfish,penguin,1,0,1
S120,eagle,hawk,1,0,1
S120,giraffe,zebra,1,0,1
S120,rat,mouse,1,1,1
