S109,whale,ostrich,1,0,1
S109,chicken,ostrich,1,0,1
S109,shark,panda,1,0,1
S109,lamb,sheep,1,0,1
S109,panther,weasel,1,0,1
S109,lion,tiger,1,0,1
S109,deer,sheep,1,0,1
S109,wolf,weasel,1,0,1
S109,bull,ox,1,0,1
S109,whale,mouse,1,0,1
S109,cheetah,panther,1,0,1
S109,moose,ox,1,0,1
S109,parakeet,cow,1,0,1
S109,pig,cow,1,0,1
S109,lion,bear,1,1,1
S109,panda,koala,1,0,1
S109,snake,gorilla,1,0,1
S109,lion,wolf,1,0,1
S109,bear,cow,1,0,1
S109,rat,moose,1,0,1
S109,snake,raccoon,1,0,1
S109,rat,kangaroo,1,0,1
S109,porcupine,rabbit,1,0,1
S109,parakeet,cat,1,0,1
S109,rabbit,ox,1,0,1
S109,lamb,cow,1,0,1
S109,parakeet,polarbear,1,0,1
S109,pigeon,deer,1,0,1
S109,sheep,moose,1,0,1
S109,pig,goat,1,0,1
S109,sheep,ox,0,1,0
S109,pig,chicken,1,0,1
S109,chimpanzee,weasel,1,0,1
S109,lamb,ox,1,0,1
S109,bear,wolf,1,0,1
S109,bear,tiger,1,0,1
S109,sheep,bull,1,0,1
S109,pigeon,parakeet,1,0,1
S109,elephant,giraffe,1,0,1
S109,polarbear,ostrich,1,0,1
S109,rat,rabbit,1,0,0
S109,duck,goose,1,0,1
S109,duck,penguin,1,0,1
S109,sheep,rabbit,1,0,1
S109,monkey,gorilla,1,0,1
S109,giraffe,wolf,1,0,1
S109,rat,dog,1,0,1
S109,camel,lion,1,0,1
S109,shark,hare,1,0,1
S109,monkey,chimpanzee,1,0,1
S109,parakeet,ostrich,1,0,1
S109,pigeon,giraffe,1,0,1
S109,parakeet,parrot,1,0,1
S109,goose,bear,1,0,1
S109,bull,cow,1,0,1
S109,camel,ox,1,0,1
S109,camel,moose,1,0,0
S109,shark,whale,1,0,1
S109,shark,camel,1,0,1
S109,pigeon,bat,1,0,1
S109,cheetah,tiger,1,0,1
S109,elephant,penguin,1,0,1
S109,duck,mouse,1,0,1
S109,rat,raccoon,1,0,1
S109,dog,cat,1,1,1
S109,pigeon,parrot,1,0,1
S109,whale,penguin,1,0,1
S109,camel,giraffe,1,0,1
S109,pigeon,penguin,1,0,1
S109,rat,cow,1,0,1
S109,lion,dog,1,0,1
S109,hare,porcupine,1,0,1
S109,polarbear,weasel,1,0,1
S109,lamb,goat,1,0,1
S109,camel,bull,1,0,1
S109,koala,polarbear,1,0,1
