numlinks,prob_rewire,graphtype,numgraphs,numnodes,trim,jump,startX,numx,jumptype,irttype,irt_weight,beta,rcutoff,recorddir,startGraph,prune_limit,other_limit,triangle_limit,followtype,numedges,graph_seed,x_seed,truegraph,ll_tg,method,cost,ll,time,bestgraph,hit,miss,fa,cr,ll
6,0.3,steyvers,5,50,0.7,0.0,stationary,7,stationary,gamma,0.9,0.909090909091,20,records/,naiverw,100,100,100,avg,190,1,1,:q_O?K?AA_?OOM?@@?ocCECAo?GQ?AA@ggWN?@?osKIHDOO[KGDBoOSOKF__pcGGDBOpGsb?@@OomKHHoOOyAAB@p`AABECGGOIV_bACCEGGdg?CaU_?_gWUR_@pHYACBBP{CGEECipgvAFOo_SKNaAbXqACA`rp}CKGER{K_VNhW?GGDHO?HD?b_?_oaAAIgWWomWROq@|VCAbsSSwdSpOqySZMOO`^,-604.825345036,uinvite,149.0,-464.308107733,0:00:02.878249,:q_O?KICBb_W?GEDa`_{?F?@`PSIMI_p?o]WN`@OsKQKEcW?SULbAQ[yMJECggo]OJOO_WkVdBA{Kb@ACQhYCDKQQXYADCegGWYQLfg@WvABBahg~CBAaCOQZMFg_[QXNFx@[q^POpx?{^_?o_SQQgdsAMCECBWGGiUOpP`Oye`b@h?mjfeSS?EEMFskSKhVO`PpFBACAxz,106,84,65,970
6,0.3,steyvers,5,50,0.7,0.0,stationary,7,stationary,gamma,0.9,0.909090909091,20,records/,naiverw,100,100,100,avg,181,2,2,:q_O?K?AA_?OOM?@@?oc?CC`?w?CCD_?O_a?DCo_W]CBAoOWWVGDP@K?AFCAw?COJEO?__QO`?o{GSK``AS?QOHQ`sc[S``APUCBA@a@EACCDGOKGPcbacKIK``pX?bDEDG?c\KHdBc?AGEEhHGkX_`OpiEEDbW?[YRNHg__hOHDRKKOHGgwGKWTTSraI^??_osGIECaaCGIQLig?g_QJ^,-632.684904715,uinvite,161.0,-479.595669904,0:00:02.827666,:q`??KCD??_gGM?AAOwk?AC_`?waWD_@?oaMIaAPc_VJEBW?WQO`?o{gXCHO?x?aQkAQ`YIQIp`H?aRgdW?GEECEho{hA@b@kKU[MfhpQQSLp`WoeSJew?COKEcWgckXLq`piKFDbQXxH?BbQQLLFCBA`_tBCCAPeEGCcRkCUKGgDTKwacbqh}?BABRyeCECaq@Ckiaa`_{cSKEryAIEDCAPKmXQ^,102,79,82,962
6,0.3,steyvers,5,50,0.7,0.0,stationary,7,stationary,gamma,0.9,0.909090909091,20,records/,naiverw,100,100,100,avg,180,3,3,:q_O?K?AA_?OOM?@@?oc?CBAo?GOJ?@opC?AD``?giCBAaw?GEIcAWGGEE_?os?GN`?ok?KFCAaC?INHo_o[_S`a`{GEGEO?Oi_SIoOWOIN_`aS?ITKo?OKIF_?qX]AAIeG?K_T_@PxA?BDBWX?jEKgGGOzDHEwOKKJ_``QYEOHfCKKKTKgI@TGi_bryU_SIeWGOg\Oo`[GGDLHWOKW],-613.47257107,uinvite,161.0,-467.930446729,0:00:02.934558,:q`?WCID?a@Os?JG_?OgY?Ha@P[?OIDqWSWYN`@@O{`A_@`@AIR`@qcKSLFop?oj?DPacKGDBoOOWnGHDBK?]QIo?X?eSJoOg{eTKEx?{_RIfG?CIEECrScYONqPWr@@ECQPgzQLfWOKKJbA`htLBFFCL?kXOGi@OicSigG[WNIeB|?wbSiwGGGSNqpkGINLHSsGEKEcqxxAf,96,84,77,968
6,0.3,steyvers,5,50,0.7,0.0,stationary,7,stationary,gamma,0.9,0.909090909091,20,records/,naiverw,100,100,100,avg,168,4,4,:q_O?K?AA_?OOM?@@?oc?ABAo?GY?@B@w?CP??_`C?CDBO_[?CJ_@`C?CD_?OWUAFDO`_uAA@`OxA?CArQSCMI`?wGOSKEo?KOINIO``?n?@?oo]CFGO?_SpA@cAc?AM_`pGs_[_?O_UKFMgWXqGEFdGqUWVLpP[?APPP_yYCKHQ``_|@Ko_oon@@a`X}ACAcA[Kod,-603.996424356,uinvite,143.0,-471.263521384,0:00:03.052132,:q`_GgMABAo?GY?E_aGOSPE`Aw?kX?BAG?GGDFO?GMAIdoog[QIEbgOKGOecg{KMT_?OWgX?@ArDQCKGCrKKIJECRCGMVa@Pp_sZ_?a@GfECBgwcSLGCraAACAaA[GI\mFsC[WNIEKlGmZMFgOWUT_?o__aaPp`yYCKHFg_gWW_crKWWZMHwGgUUKFtCCGDGFT{LJ,95,73,70,987
6,0.3,steyvers,5,50,0.7,0.0,stationary,7,stationary,gamma,0.9,0.909090909091,20,records/,naiverw,100,100,100,avg,172,5,6,:q_O?K?AA_?OOM?@@?ocCCCAoO[?AA`@`C?CCAo__ST@@?oc?JBAa@SCEF_?o_SKGcAgkCCBAbh@A?CAawGKKHDo?g_SOIo__SVA@`?g[PJIeGgktDDegGcVDLFGWS\BFeWg[q_`gGOSj?A@POy?@AcwhICDFScs?ECAeBKC]_aAps?IGEBskK]ihfsa]CDFHwOOUcaar@n,-589.493663593,uinvite,144.0,-472.267726844,0:00:02.417008,:q`?GGII@@@GGIAD_?WOOKG_@?ki?@@?o_]DBApwgWNIEpPK?IGcCG?OUN_``Gk`GDCAHOjJEbwOOIGFChXGpBBAggktHDDjPqECFDWX?bFKgGWwkXOO`XSq\aA`hc~??_ow_ebecgOSOM_BQQY?BA@PXaGNHGH_wkWKo?G_]OJhXyQeVNgSa]AACAppW}j`@A@_scVuBPkycTkN,101,71,73,980
6,0.3,steyvers,5,50,0.7,0.0,stationary,8,stationary,gamma,0.9,0.909090909091,20,records/,naiverw,100,100,100,avg,190,1,1,:q_O?K?AA_?OOM?@@?ocCECAo?GQ?AA@ggWN?@?osKIHDOO[KGDBoOSOKF__pcGGDBOpGsb?@@OomKHHoOOyAAB@p`AABECGGOIV_bACCEGGdg?CaU_?_gWUR_@pHYACBBP{CGEECipgvAFOo_SKNaAbXqACA`rp}CKGER{K_VNhW?GGDHO?HD?b_?_oaAAIgWWomWROq@|VCAbsSSwdSpOqySZMOO`^,-693.028594861,uinvite,145.0,-561.67645077,0:00:04.472783,:q_O?KICBb_Oc?CBApOo]?B_?ogWTAbagKOKF_b@{GIE`aP_sb?@@PWuKHHrgo[UKHPP_{_U_`Ap]QIEDwXE?@ACQhYCDKQQXYADCbRSCGEEcbXy?ULo_owiYNp?og`CCAPPkw]a@pGw_XNFx@c}a`bq@w}d_?o_SQQKSQy@FABA@kCCTJGWgogVMfcsKWLGDryXVNGeSQq?BA`b`|JDBCTIyCIMGwWOm],118,72,73,962
6,0.3,steyvers,5,50,0.7,0.0,stationary,8,stationary,gamma,0.9,0.909090909091,20,records/,naiverw,100,100,100,avg,189,2,2,:q_O?K?AA_?OOM?@@?oc?AA@`?kGECAoOWUABAooo]AAAAPSGEFCAgGGIEBbGOKIEEoogWSK___oqGL__pGw^?CAW_i?AA@g_sb@A@`sGGDIoO_Wn?@EGHOmW_?OXStLGoOOoz@@aq@[vFCA`hAgV_?bPq?BKO__SLCFER{?AEKp?gmCBBBWOSwb`BQqaCKGFg_lNABIgo[Y]QJWP|@@ABQiiIEECDV,-694.6106507,uinvite,156.0,-557.523903752,0:00:03.596295,:q`?WGIFA@pGOKGDa`wSKL@@APSGEFCAgGWMK_?OWWRDBAh{OLADBg?a?IGo?wyAEEcQ[CGECbgGOIFFdWGQCB_ca`[p@HEgos_P_?P`_z@@arcOOIEcBtSmZ_Eg?MGDCbrsO[OGdQxk~?Ca`xcw^_?Ogk~CBCBCS]RMGcYaCKEcAyaCKGP@Y]YMFeRa`TLJFSQQM^OGw_si[SIgOSWOSKN,107,82,74,962
6,0.3,steyvers,5,50,0.7,0.0,stationary,8,stationary,gamma,0.9,0.909090909091,20,records/,naiverw,100,100,100,avg,184,3,3,:q_O?K?AA_?OOM?@@?ocCECAo_WOL@AO?OSKG_?__e?AAAgGSL?@@P[?CI_`PGqUMaapk?F?CoO_i?CBBw_SLABAG?kiUcag@M?DCa`xeAADCbS?GN`@@pqCCB@qhu?ADDBcGIE_@pGsx?MGhGwg[OO?OK^?FDr`xJ@@?o_Y?IDbPqE?DFewwcif`@@WtPKFfWgW]kdApiaIJLgggsbABBra^,-726.267821672,uinvite,161.0,-566.851379285,0:00:04.557793,:q`?WGI@E?_oc?EEao_WSKG_@@K?GHDRO?GIJ`?pT?EJFQpkM?EFoO_gd@@cg_SKH_p@X?iU`a`c?f?AaPxeADFdrCOYNLo_hGxABbrHu?SMFgGKGDGfB{{_[NOA`kw_POOOwg[ORAPOm`_?bPxGd___o{j?DBb`}?@@`R[WMHGDRh|NABaqA@HKIFTSSKGFdSIlXIDbTAiIZSitcKIPPIWOOKNPHc~,104,80,81,960
6,0.3,steyvers,5,50,0.7,0.0,stationary,8,stationary,gamma,0.9,0.909090909091,20,records/,naiverw,100,100,100,avg,169,4,4,:q_O?K?AA_?OOM?@@?oc?AAAo?GU?AA@g?GGE_@@C?CGDO`OmCIDbG_WRA@`GOOIHFo?PACCFo@?gX?AaW?WOJ_?__SWL_?X?qCJEBQkoYTbAAHYKO`?p{Kz?@A@Gy?@Ao?_WhA@oqHPBBGgS[GOIfcW[GaZPo`GyOKKO_W{y]_aPW{lAABw_SSOJPPxp\?@AWOc]QU~,-706.723058264,uinvite,150.0,-563.078479957,0:00:03.815235,:q_OWCE?AAO?k?B?@@g?OPJAaWOgVIEOOcOL@@@PK?CO`@G?WSK`?og_QI_A@Ok`?@@PGoYP_a`s[nCDAp_uKKEdRCOIECDgo{_RIoOX]CBMq@Gwz@A`q`SnMIEJsCg``briDFEDAqHLDA@bqKMAPLfsAMCHFGh?ooYLhWg{_\NGdCCKHDbqp|AjaBrQDTIEBq@h?ifp`HT\GFcbXtChUJ^,100,69,81,975
6,0.3,steyvers,5,50,0.7,0.0,stationary,8,stationary,gamma,0.9,0.909090909091,20,records/,naiverw,100,100,100,avg,184,5,7,:q_O?K?AA_?OOM?@@?oc?AC`@?kCCCAoOOOJ?@`G_SRAA@w_eCDEBWGaCCAbW?GKI_?O`EAABa@c?CCHP@Gs\@@?p@AECBaaC?EI`@Ph?lAAb@gyKIGcgG_QU__okGGQIPp?q?ABaRtCgZgo`PCdDJFH`CeUNO_aUCKFCwgcaXNHiX[}__a@HpH@Aa@{gcZOp@Gw_YaAPgwrADCgGGG[UqQHf,-732.792805686,uinvite,165.0,-574.695222219,0:00:03.966101,:q`??K?D??o?GQ?@AP?kGGD`O?OKHDCr_OuAECQPOs\DBPG?[X?A@pGkdCCbPs?EGCcGWSMIEO?Wg_V``Ph?kV__po}SPHOOWSOH``PPCeS__`_scTcBAHGeVLFW?GSKEdBlCdP_?`XHDEJFB{WORKfbyMCCGDb@x@AEBck[QMGCQPPLVNgGGGIGCdbcCGDBapxkybdCQPgu`QqPp?mWLp?okYMNOqP\EcdBQppZHGeTF,109,75,90,951
6,0.3,steyvers,5,50,0.7,0.0,stationary,9,stationary,gamma,0.9,0.909090909091,20,records/,naiverw,100,100,100,avg,190,1,1,:q_O?K?AA_?OOM?@@?ocCECAo?GQ?AA@ggWN?@?osKIHDOO[KGDBoOSOKF__pcGGDBOpGsb?@@OomKHHoOOyAAB@p`AABECGGOIV_bACCEGGdg?CaU_?_gWUR_@pHYACBBP{CGEECipgvAFOo_SKNaAbXqACA`rp}CKGER{K_VNhW?GGDHO?HD?b_?_oaAAIgWWomWROq@|VCAbsSSwdSpOqySZMOO`^,-781.581075565,uinvite,149.0,-655.747733086,0:00:04.455921,:q_O?KIAA@p_[CH?@?okSKF_?pC?EDBAgS[T@CP?o]AKFo_gYEHEBQK?CDDbWocfMb@pWodDEBq@YACJDxGgWV`cW?CGPIdgOSUWccqsCIHEbahiACBB@hGu]_Db[GKMIeb{OKIGP@Ggu[NP?g[QMGEBHw~GKfsSK]ONFsk?ECAaQP`BPJgC[?CECBWGGETJGWgkgVMhgWoYOJfsqm]PKgg?KIEMFskWafSjgOgwb``?x[{e,122,68,81,954
6,0.3,steyvers,5,50,0.7,0.0,stationary,9,stationary,gamma,0.9,0.909090909091,20,records/,naiverw,100,100,100,avg,197,2,2,:q_O?K?AA_?OOM?@@?ocGED_?O_SL@A`w?CCCBOOWeADBaGGSKFa`x?cSJEO?g[RCDOOOOQI_`OwmADDbg?GEIHCwWcbDCAqS?GIFCW?CCO`aaPM?@BAw?GMSKO`POj@A``_yGEBapxICFEEbkOINNOO__UKHO?OgcZ_@@p]GGECbswgXMGgGgbEFO``CeW_bAXuCCGdQ{kcU`caYUQIECs[?KHDJWGSMbbBg?G`,-841.869430483,uinvite,181.0,-673.802679618,0:00:03.252454,:q`??KCD?@?w?GFB_@?gYIF___sKGEaaG{[PJEO?_cUK_@GGcSN_?Og]ADBappIABB@p?g]Q__o_aOJFcg?OSOGoOPUEIHo?gkWT_CgGGSOIEx`CkVLPOok[QKo_woYMHErkOIKEfgOOOJEBQPOo\_A@Ggu``aQ`]_PLGCK_[SKGgGWSOGcqhuKMNO`WweWeBa@KyaSOO`SmXPQqPKkW`cq`]QKFCAXOmWLFCYe?ECa`htL?A`rqLGd_@byiAOJeDF,117,80,101,927
6,0.3,steyvers,5,50,0.7,0.0,stationary,9,stationary,gamma,0.9,0.909090909091,20,records/,naiverw,100,100,100,avg,171,3,3,:q_O?K?AA_?OOM?@@?oc?EC_?os?CD_?OSCCD_?`C?CGDoOOST@CA`Wu?@@@@kKGDBOOWQECCA`kCEC_?o_uAAabAcSUKHO`o{cS_?OWQGEGCQSCJ?Ab@sKSLb@p?cx@EcQXm?BB@wGKGRdbAsCGR_?WP?q\cARsgUM_?_`a?JEGk{xT?Abh`\R??`@PqAIDbbcGOKHPPf,-778.746214825,uinvite,156.0,-640.173344329,0:00:04.279685,:qa??GI?AAOwC?D@@PPC_QI_A@[GGEEQ`kCGL``?gYANaAPOsb??_p{?YM__`hIEJEdGkshCDoop?bDBa``CcTKo@_yAIEcgw_Q[_cQXkz?@`_w_USLFGGO[NHer{_UKJPAHKs^_BS[G_RIeRiMOHIFhOk\AFdrQHH?BapqJKf_A`ppTBA`pp|IieDayHR??_o_WSKHesAMAIFDra@FBAa@`_w^QhdKSSKFdrYZ,105,66,90,964
6,0.3,steyvers,5,50,0.7,0.0,stationary,9,stationary,gamma,0.9,0.909090909091,20,records/,naiverw,100,100,100,avg,174,4,4,:q_O?K?AA_?OOM?@@?ocCCD_?OOM?AA@gGI?BBo_[CGD__pKGGDBO?GKL?AaGOS[O_`Ow}CCFO_hEGMGq`[CEFDo_gWaTaba@aEHECgPCgWddgGKn??aa|CoX`@?waACAbBS?CGGSRK?u_PQA@dD@A@`_s^DIeB{GoZ_`?otL??_pWu?@@bRkWYh`@@s{y`TOOqYEJJFGXT?`,-775.142322574,uinvite,134.0,-639.044994564,0:00:08.166947,:q`?GS?AA@ogK?DA@`?sCF?@`wWSTAA``?eBCAo?GKKIabWOS`?A`pKKGMaaPOyCGEcXOmAFEcggWQMGdWgw_TKRBLMUU`bw?OMNJoqHOr?@@p@CtCAbAXYCDCCHp?cX_?bXxDGGEBKCCDEccD?o^hDBCCYWRO?GKULQo?GK_\NP`hHKhaA@qHOhfBriDT@BDsqdVBDdba@JBAdSADX,109,65,69,982
6,0.3,steyvers,5,50,0.7,0.0,stationary,9,stationary,gamma,0.9,0.909090909091,20,records/,naiverw,100,100,100,avg,173,5,5,:q_O?K?AA_?OOM?@@?ocKGD_?oc?CD_?Ok?CBAAW?GECAoOOMADBAwG_V?Ao?GcT?@A@XAEC_`_xI?AABGgcSOa@wxY?AADAsCCDKOOo_QL_?OgcSTbAPkcSOIo?_]AAAEW?CQTbCa[CGDEdW?_`FJOA`_r@AdSSc_\gFS{Sj?AaQi]CEDchHSu\aDSQYEKIO@AM?HIfWGTZ,-780.398803712,uinvite,155.0,-653.670326546,0:00:03.988509,:q`_OS?AA_?OSMF?@PWOKRA@`?kCKJ_?OOWV@DpPOm?@DBg?KOJGP?wiKFdBGocTIa@_wm?AA@pxOl@@@?hSp@A``?cYP_AQkWYOccAk?MQJDrHmCCBEW?CQIKPAPKx@AApg{i^_A@pAlSJeBHw~BDbQpkw^PGxO{u\Pop@?y^RHwWXP?AaPhSk[MhSyaKKFGgwcSTLfSsSYUPHCso_SPHgw_sbUo?Wck\OHTcCEPHGCQdZ,110,63,92,960
6,0.3,steyvers,5,50,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,naiverw,100,100,100,avg,190,1,1,:q_O?K?AA_?OOM?@@?ocCECAo?GQ?AA@ggWN?@?osKIHDOO[KGDBoOSOKF__pcGGDBOpGsb?@@OomKHHoOOyAAB@p`AABECGGOIV_bACCEGGdg?CaU_?_gWUR_@pHYACBBP{CGEECipgvAFOo_SKNaAbXqACA`rp}CKGER{K_VNhW?GGDHO?HD?b_?_oaAAIgWWomWROq@|VCAbsSSwdSpOqySZMOO`^,-862.865688032,uinvite,147.0,-748.310912098,0:00:04.868282,:q_O?K?D@@?woCED_`G?GEDa`_{?EG_?ogWTADPpSCGGa@_{CEKFo_gYEHEBQK?CCAapkWQR`Bgo[UKHPPWo]OJOO`WnIEDwW_b??`AHSl?@@PXaQRJOOgcYTKEgGOKFEBQPk|?JEwGGKMIeg_WSOaAPPkw]a@Owc[OKERp}OXNggW{_]NhW?KGDCAQPaSPJgC[?CECBWGGETJGS{SgVMhgWoYOJfsqm]PKgg?KIEMHTKWaURjgOgwaPjgWOMVNHn,130,60,87,948
